,Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
163,"Johor Bahru, Johor, Malaysia",09/29/2020,30.2,25.7,27.6,36.0,11.0,9.5,147.88,17.2,6.0,53.8,81.98,"Rain, Partially cloudy"
164,"Johor Bahru, Johor, Malaysia",10/8/2020,31.6,25.6,27.4,38.1,32.1,11.0,262.75,20.8,6.1,74.4,81.64,"Rain, Partially cloudy"
165,"Johor Bahru, Johor, Malaysia",10/11/2020,31.2,24.1,27.8,35.8,3.3,13.9,196.67,20.8,6.1,74.8,77.29,"Rain, Partially cloudy"
166,"Johor Bahru, Johor, Malaysia",10/18/2020,31.0,24.3,28.2,36.4,25.2,7.9,129.83,23.0,6.0,72.5,80.68,"Rain, Partially cloudy"
167,"Johor Bahru, Johor, Malaysia",10/19/2020,32.3,26.3,29.1,37.4,0.0,8.5,170.5,24.2,6.1,70.5,73.71,Partially cloudy
168,"Johor Bahru, Johor, Malaysia",10/27/2020,33.3,26.4,29.6,38.6,0.0,9.3,247.29,28.9,6.2,80.6,72.11,Overcast
169,"Johor Bahru, Johor, Malaysia",10/31/2020,32.7,25.1,27.5,38.9,2.0,9.9,93.5,27.7,5.9,73.1,83.46,"Rain, Partially cloudy"
170,"Johor Bahru, Johor, Malaysia",11/2/2020,32.1,24.0,27.0,38.0,22.0,8.7,137.71,18.3,6.0,78.4,82.95,"Rain, Overcast"
171,"Johor Bahru, Johor, Malaysia",12/3/2020,32.6,24.8,27.0,37.8,37.1,11.6,93.71,23.0,6.0,66.8,84.91,"Rain, Partially cloudy"
172,"Johor Bahru, Johor, Malaysia",12/10/2020,31.8,24.3,26.9,37.4,2.0,11.8,153.83,27.7,5.9,67.5,82.76,"Rain, Partially cloudy"
173,"Johor Bahru, Johor, Malaysia",12/12/2020,32.0,23.9,26.7,37.4,8.2,9.7,228.79,27.7,5.9,78.4,82.29,"Rain, Overcast"
174,"Johor Bahru, Johor, Malaysia",12/15/2020,31.4,24.6,26.6,36.9,11.7,7.2,202.42,17.2,6.0,71.5,84.73,"Rain, Partially cloudy"
175,"Johor Bahru, Johor, Malaysia",1/6/2021,28.7,25.3,26.9,32.0,0.2,9.1,233.25,20.8,6.2,75.6,78.66,"Rain, Overcast"
176,"Johor Bahru, Johor, Malaysia",1/9/2021,27.8,24.4,25.6,31.9,111.0,12.4,70.67,17.2,5.3,80.3,89.07,"Rain, Overcast"
177,"Johor Bahru, Johor, Malaysia",1/12/2021,27.5,23.9,25.5,30.5,10.3,17.5,28.08,28.9,5.3,77.5,86.17,"Rain, Overcast"
178,"Johor Bahru, Johor, Malaysia",01/13/2021,27.2,23.9,25.3,29.8,12.5,13.9,31.46,25.3,5.9,80.9,83.75,"Rain, Overcast"
179,"Johor Bahru, Johor, Malaysia",01/22/2021,28.9,24.4,26.0,32.9,0.0,8.4,52.88,23.0,5.9,68.6,82.56,Partially cloudy
180,"Johor Bahru, Johor, Malaysia",01/23/2021,28.9,23.8,25.9,32.3,0.0,10.6,33.96,24.2,5.9,75.5,81.66,Overcast
181,"Johor Bahru, Johor, Malaysia",01/30/2021,29.6,24.9,26.8,32.4,0.0,16.3,23.88,27.7,6.2,73.4,74.6,Partially cloudy
182,"Johor Bahru, Johor, Malaysia",2/7/2021,31.4,25.0,27.9,34.8,0.0,13.8,26.58,25.3,6.2,68.5,71.28,Partially cloudy
183,"Johor Bahru, Johor, Malaysia",02/15/2021,30.2,24.0,26.9,32.5,0.0,15.1,32.38,20.8,6.2,74.2,70.58,Partially cloudy
184,"Johor Bahru, Johor, Malaysia",3/2/2021,31.9,25.2,28.2,35.3,0.0,14.3,39.38,24.2,5.9,77.2,71.0,Overcast
185,"Johor Bahru, Johor, Malaysia",3/7/2021,31.4,23.9,26.4,34.9,36.0,10.6,152.63,23.0,5.7,78.1,83.41,"Rain, Overcast"
186,"Johor Bahru, Johor, Malaysia",03/17/2021,31.7,23.7,27.0,37.7,0.0,9.9,137.71,24.2,5.8,63.9,82.42,Partially cloudy
187,"Johor Bahru, Johor, Malaysia",03/19/2021,33.0,25.3,28.3,37.9,0.0,8.3,83.58,23.0,5.8,79.7,76.69,Overcast
188,"Johor Bahru, Johor, Malaysia",03/20/2021,32.3,25.7,27.7,38.8,0.0,10.5,52.13,20.8,6.0,74.9,79.06,Partially cloudy
189,"Johor Bahru, Johor, Malaysia",03/23/2021,31.7,24.9,27.5,37.3,4.0,13.9,84.75,19.7,6.0,72.3,80.3,"Rain, Partially cloudy"
190,"Johor Bahru, Johor, Malaysia",4/6/2021,32.4,24.9,27.3,39.0,0.0,8.9,98.17,19.7,6.0,74.6,83.38,Partially cloudy
191,"Johor Bahru, Johor, Malaysia",4/7/2021,33.4,24.7,28.6,38.6,0.0,11.9,62.0,20.8,6.2,80.1,73.17,Overcast
192,"Johor Bahru, Johor, Malaysia",4/9/2021,32.8,25.3,28.3,39.5,6.0,9.6,132.46,23.0,6.1,78.5,77.73,"Rain, Overcast"
193,"Johor Bahru, Johor, Malaysia",04/15/2021,32.3,24.6,26.4,37.9,22.9,10.8,140.13,31.1,5.6,78.9,85.4,"Rain, Overcast"
194,"Johor Bahru, Johor, Malaysia",04/24/2021,28.0,24.0,26.3,31.3,4.0,10.8,189.83,33.3,5.9,77.0,85.11,"Rain, Overcast"
195,"Johor Bahru, Johor, Malaysia",5/12/2021,31.1,25.9,27.6,38.3,2.2,9.7,138.17,24.2,5.8,73.8,86.72,"Rain, Partially cloudy"
196,"Johor Bahru, Johor, Malaysia",6/1/2021,32.0,26.6,28.5,39.2,0.0,14.3,174.13,19.7,6.0,63.6,80.97,Partially cloudy
197,"Johor Bahru, Johor, Malaysia",6/2/2021,31.1,26.7,28.4,38.3,0.0,12.0,99.29,35.8,5.6,75.0,82.38,Partially cloudy
198,"Johor Bahru, Johor, Malaysia",6/5/2021,32.1,26.7,28.9,38.8,0.0,9.3,193.92,33.3,6.0,76.4,78.51,Overcast
199,"Kota Bharu, Kelantan, Malaysia",2/12/2018,29.1,23.0,26.3,32.7,0.0,13.9,101.41,25.3,5.9,88.5,77.61,Overcast
200,"Kota Bharu, Kelantan, Malaysia",3/12/2018,30.0,26.0,27.6,35.6,0.0,12.7,75.13,23.0,5.7,87.8,80.15,Overcast
201,"Kota Bharu, Kelantan, Malaysia",05/23/2018,30.0,26.0,27.8,37.5,1.0,9.1,149.3,20.8,5.5,88.7,84.82,"Rain, Overcast"
202,"Kota Bharu, Kelantan, Malaysia",06/17/2018,33.0,24.0,27.1,43.8,17.68,21.9,195.14,35.8,5.5,95.4,82.97,"Rain, Overcast"
203,"Kota Bharu, Kelantan, Malaysia",06/29/2018,32.0,24.0,26.6,40.3,0.0,12.7,158.71,25.3,6.2,88.6,85.78,Overcast
204,"Kota Bharu, Kelantan, Malaysia",7/7/2018,32.8,26.0,28.3,43.1,16.0,8.1,131.32,27.7,5.2,88.8,82.98,"Rain, Overcast"
205,"Kota Bharu, Kelantan, Malaysia",07/31/2018,32.0,24.0,28.4,37.9,8.7,10.3,285.81,34.4,6.1,89.6,76.85,"Rain, Overcast"
206,"Kota Bharu, Kelantan, Malaysia",8/7/2018,32.0,24.9,26.9,39.2,5.05,20.7,188.35,26.4,5.8,93.3,84.93,"Rain, Overcast"
207,"Kota Bharu, Kelantan, Malaysia",8/8/2018,33.0,25.0,27.8,39.2,26.0,7.0,165.74,18.3,5.1,96.1,83.89,"Rain, Overcast"
208,"Kota Bharu, Kelantan, Malaysia",08/28/2018,32.8,22.2,28.0,39.2,10.89,16.0,113.12,31.1,4.8,90.5,81.61,"Rain, Overcast"
209,"Kota Bharu, Kelantan, Malaysia",9/4/2018,32.0,23.8,26.2,37.6,63.0,17.2,224.32,25.3,6.2,92.9,83.34,"Rain, Overcast"
210,"Kota Bharu, Kelantan, Malaysia",9/6/2018,32.0,23.0,27.1,39.2,19.01,10.3,225.26,26.4,5.7,91.9,82.72,"Rain, Overcast"
211,"Kota Bharu, Kelantan, Malaysia",09/13/2018,32.0,23.9,26.3,39.1,12.7,21.7,189.5,36.9,5.7,91.9,84.26,"Rain, Overcast"
212,"Kota Bharu, Kelantan, Malaysia",10/18/2018,31.8,22.9,26.9,38.7,3.0,12.8,248.71,24.2,5.5,91.5,83.7,"Rain, Overcast"
213,"Kota Bharu, Kelantan, Malaysia",11/7/2018,28.1,24.0,25.4,32.7,69.99,8.0,222.32,19.7,5.5,95.6,91.8,"Rain, Overcast"
214,"Kota Bharu, Kelantan, Malaysia",12/3/2018,30.0,24.9,26.2,37.4,49.95,13.8,118.53,25.3,5.2,92.2,91.99,"Rain, Overcast"
215,"Kota Bharu, Kelantan, Malaysia",12/5/2018,27.0,24.0,25.1,30.6,128.32,11.4,160.75,30.0,3.5,96.7,96.07,"Rain, Overcast"
216,"Kota Bharu, Kelantan, Malaysia",12/11/2018,29.0,24.8,25.9,34.5,35.06,8.1,157.58,13.9,5.3,92.8,92.53,"Rain, Overcast"
217,"Kota Bharu, Kelantan, Malaysia",01/17/2019,28.0,23.0,25.5,32.1,45.95,15.0,129.83,28.9,6.0,53.6,88.99,"Rain, Partially cloudy"
218,"Kota Bharu, Kelantan, Malaysia",2/12/2019,31.0,24.0,26.5,39.0,17.0,14.9,126.41,17.2,5.6,59.2,86.06,"Rain, Partially cloudy"
219,"Kota Bharu, Kelantan, Malaysia",5/7/2019,35.0,25.8,29.8,43.3,4.0,10.3,212.52,19.7,6.2,53.7,71.82,"Rain, Partially cloudy"
220,"Kota Bharu, Kelantan, Malaysia",6/9/2019,32.0,24.0,27.0,40.6,10.0,11.4,147.38,24.2,5.9,54.5,88.36,"Rain, Partially cloudy"
221,"Kota Bharu, Kelantan, Malaysia",6/12/2019,34.0,24.9,28.6,43.8,0.0,9.2,154.95,21.9,6.2,52.4,81.74,Partially cloudy
222,"Kota Bharu, Kelantan, Malaysia",06/18/2019,33.8,23.0,26.7,41.9,56.44,18.2,168.79,33.3,6.0,55.7,85.09,"Rain, Partially cloudy"
223,"Kota Bharu, Kelantan, Malaysia",06/22/2019,32.9,24.0,28.1,40.5,13.2,7.0,218.94,35.8,6.1,54.4,84.02,"Rain, Partially cloudy"
224,"Kota Bharu, Kelantan, Malaysia",7/12/2019,33.0,23.0,27.6,42.3,0.0,9.2,144.3,21.9,6.2,52.8,80.67,Partially cloudy
225,"Kota Bharu, Kelantan, Malaysia",08/16/2019,33.0,23.9,28.0,40.0,4.2,12.8,143.32,30.0,6.3,53.9,79.58,"Rain, Partially cloudy"
226,"Kota Bharu, Kelantan, Malaysia",08/27/2019,32.0,23.0,27.1,39.1,0.0,18.3,221.76,30.0,6.3,53.0,79.92,Partially cloudy
227,"Kota Bharu, Kelantan, Malaysia",9/1/2019,33.0,24.0,27.3,40.6,26.0,10.3,193.19,33.3,5.9,54.2,81.04,"Rain, Partially cloudy"
228,"Kota Bharu, Kelantan, Malaysia",09/14/2019,32.8,24.0,26.1,39.2,34.71,12.7,214.32,28.9,6.0,55.3,83.45,"Rain, Partially cloudy"
229,"Kota Bharu, Kelantan, Malaysia",09/15/2019,32.0,23.8,26.0,37.9,34.93,12.8,211.15,33.3,5.9,53.9,84.5,"Rain, Partially cloudy"
230,"Kota Bharu, Kelantan, Malaysia",11/27/2019,28.0,23.8,25.2,32.7,87.75,13.8,157.56,23.0,4.9,41.1,93.04,"Rain, Partially cloudy"
231,"Kota Bharu, Kelantan, Malaysia",11/30/2019,29.0,24.8,26.6,35.6,123.23,16.0,99.0,27.7,5.2,42.6,90.24,"Rain, Partially cloudy"
232,"Kota Bharu, Kelantan, Malaysia",12/1/2019,27.0,24.0,25.3,30.7,187.88,13.8,150.53,25.3,4.7,42.3,93.29,"Rain, Partially cloudy"
233,"Kota Bharu, Kelantan, Malaysia",12/13/2019,29.0,25.0,27.1,33.5,18.0,12.8,82.63,15.0,6.3,38.5,77.1,"Rain, Partially cloudy"
234,"Kota Bharu, Kelantan, Malaysia",2/9/2020,30.0,24.0,26.8,35.1,0.65,21.9,107.05,36.9,6.0,42.0,80.88,"Rain, Partially cloudy"
235,"Kota Bharu, Kelantan, Malaysia",2/10/2020,29.0,25.0,26.8,33.5,15.01,18.3,67.08,31.1,5.5,44.1,81.2,"Rain, Partially cloudy"
236,"Kota Bharu, Kelantan, Malaysia",02/18/2020,30.0,25.0,27.7,35.2,31.0,18.3,94.43,32.2,6.2,40.0,78.82,"Rain, Partially cloudy"
237,"Kota Bharu, Kelantan, Malaysia",04/15/2020,33.8,27.0,29.8,43.3,0.0,13.8,100.57,24.2,6.5,39.1,76.39,Partially cloudy
238,"Kota Bharu, Kelantan, Malaysia",04/17/2020,34.0,27.0,30.2,42.1,0.0,15.0,120.33,19.7,6.7,37.5,72.93,Partially cloudy
239,"Kota Bharu, Kelantan, Malaysia",04/23/2020,30.0,25.1,26.7,36.2,18.94,22.9,155.18,35.8,5.2,43.8,89.83,"Rain, Partially cloudy"
240,"Kota Bharu, Kelantan, Malaysia",04/25/2020,33.0,25.8,28.8,42.1,0.2,14.9,133.33,28.9,6.3,42.3,81.7,"Rain, Partially cloudy"
241,"Kota Bharu, Kelantan, Malaysia",04/30/2020,28.8,25.0,26.5,34.3,17.6,9.2,128.21,25.3,6.3,43.1,91.12,"Rain, Partially cloudy"
242,"Kota Bharu, Kelantan, Malaysia",05/15/2020,34.0,26.0,29.7,42.1,0.0,13.8,110.95,18.3,6.4,36.8,79.78,Partially cloudy
243,"Kota Bharu, Kelantan, Malaysia",6/9/2020,32.0,25.8,28.9,40.7,0.8,8.1,126.9,26.4,6.3,36.7,80.96,"Rain, Partially cloudy"
244,"Kota Bharu, Kelantan, Malaysia",6/10/2020,34.0,23.0,27.7,42.1,36.4,8.1,217.86,26.4,6.0,40.4,81.96,"Rain, Partially cloudy"
245,"Kota Bharu, Kelantan, Malaysia",6/12/2020,33.0,24.0,27.3,40.7,48.88,17.2,159.3,31.1,5.8,39.5,85.69,"Rain, Partially cloudy"
246,"Kota Bharu, Kelantan, Malaysia",06/26/2020,30.8,25.0,27.2,36.2,12.0,11.3,203.67,16.1,6.3,38.9,81.78,"Rain, Partially cloudy"
247,"Kota Bharu, Kelantan, Malaysia",7/11/2020,32.0,24.0,27.5,39.2,36.0,8.1,149.33,23.0,6.3,39.0,82.92,"Rain, Partially cloudy"
248,"Kota Bharu, Kelantan, Malaysia",7/12/2020,33.0,23.8,26.9,39.2,5.67,9.2,183.33,21.9,6.3,41.4,81.66,"Rain, Partially cloudy"
249,"Kota Bharu, Kelantan, Malaysia",8/5/2020,33.0,23.8,28.3,42.3,2.6,6.9,117.37,25.3,6.1,37.1,84.65,"Rain, Partially cloudy"
250,"Kota Bharu, Kelantan, Malaysia",9/5/2020,32.0,25.8,27.8,40.6,1.2,9.2,167.4,24.2,6.4,39.3,84.37,"Rain, Partially cloudy"
251,"Kota Bharu, Kelantan, Malaysia",09/17/2020,32.0,24.0,26.6,39.2,22.1,21.8,229.81,41.4,6.0,40.6,89.13,"Rain, Partially cloudy"
252,"Kota Bharu, Kelantan, Malaysia",09/25/2020,29.0,24.0,26.4,34.5,15.97,6.9,168.26,19.7,6.4,36.6,87.72,"Rain, Partially cloudy"
253,"Kota Bharu, Kelantan, Malaysia",10/6/2020,33.0,23.0,27.1,40.5,31.0,10.3,118.68,21.9,5.8,37.6,84.83,"Rain, Partially cloudy"
254,"Kota Bharu, Kelantan, Malaysia",10/12/2020,31.0,24.8,26.8,37.7,9.32,14.9,237.12,33.3,6.1,42.6,84.62,"Rain, Partially cloudy"
255,"Kota Bharu, Kelantan, Malaysia",10/21/2020,30.0,25.0,27.4,37.4,1.2,15.0,252.19,23.0,6.1,38.2,85.46,"Rain, Partially cloudy"
256,"Kota Bharu, Kelantan, Malaysia",11/27/2020,30.0,26.1,27.5,36.2,70.52,18.3,87.17,31.1,5.8,51.2,85.75,"Rain, Partially cloudy"
257,"Kota Bharu, Kelantan, Malaysia",12/19/2020,28.0,23.0,25.1,32.7,57.44,6.9,192.62,21.9,5.3,53.1,92.14,"Rain, Partially cloudy"
258,"Kota Bharu, Kelantan, Malaysia",03/23/2021,31.2,26.8,28.7,39.5,8.0,20.8,69.58,31.0,6.2,50.4,78.72,"Rain, Partially cloudy"
259,"Kota Bharu, Kelantan, Malaysia",03/24/2021,31.0,26.0,28.2,40.6,21.02,18.3,81.67,31.1,6.2,52.5,85.79,"Rain, Partially cloudy"
260,"Kota Bharu, Kelantan, Malaysia",4/2/2021,32.0,24.0,27.9,42.2,22.0,12.8,281.53,27.7,6.4,39.0,85.86,"Rain, Partially cloudy"
261,"Kota Bharu, Kelantan, Malaysia",05/21/2021,32.2,24.0,27.7,42.2,44.79,12.7,144.65,28.9,6.2,42.6,85.05,"Rain, Partially cloudy"
262,"Kuala Terengganu, Terengganu, Malaysia",1/2/2018,27.0,26.0,26.9,30.1,0.0,13.9,57.5,24.2,6.2,89.0,82.43,Overcast
263,"Kuala Terengganu, Terengganu, Malaysia",1/12/2018,28.0,26.0,26.9,31.3,0.2,16.1,51.3,26.4,6.4,89.0,75.59,"Rain, Overcast"
264,"Kuala Terengganu, Terengganu, Malaysia",4/9/2018,32.0,27.0,28.9,39.2,4.0,11.4,61.76,19.7,6.3,89.0,77.9,"Rain, Overcast"
265,"Kuala Terengganu, Terengganu, Malaysia",6/7/2018,34.1,26.0,29.2,47.3,0.0,5.8,207.78,18.3,6.4,89.0,81.8,Overcast
266,"Kuala Terengganu, Terengganu, Malaysia",6/8/2018,33.0,24.0,28.0,43.8,8.0,11.4,192.0,21.9,5.9,89.0,84.35,"Rain, Overcast"
267,"Kuala Terengganu, Terengganu, Malaysia",6/10/2018,34.0,26.0,29.6,45.3,0.0,6.9,173.08,19.7,6.4,89.0,80.26,Overcast
268,"Kuala Terengganu, Terengganu, Malaysia",06/13/2018,34.0,25.0,29.5,45.0,0.0,5.8,192.22,16.1,6.3,89.0,76.11,Overcast
269,"Kuala Terengganu, Terengganu, Malaysia",7/9/2018,30.8,24.0,26.0,38.6,6.0,18.3,84.62,35.8,6.0,89.0,91.22,"Rain, Overcast"
270,"Kuala Terengganu, Terengganu, Malaysia",08/14/2018,33.0,25.0,28.7,45.8,0.0,6.9,161.0,19.7,6.1,89.0,86.34,Overcast
271,"Kuala Terengganu, Terengganu, Malaysia",08/18/2018,33.0,24.0,28.1,43.8,10.0,9.2,198.57,18.3,6.1,87.1,84.95,"Rain, Overcast"
272,"Kuala Terengganu, Terengganu, Malaysia",08/19/2018,33.0,24.0,28.6,43.8,0.0,13.9,176.67,21.9,6.2,89.0,83.53,Overcast
273,"Kuala Terengganu, Terengganu, Malaysia",08/22/2018,31.1,24.0,27.7,39.3,0.0,13.9,175.0,26.4,6.2,89.9,87.24,Overcast
274,"Kuala Terengganu, Terengganu, Malaysia",08/28/2018,33.0,24.0,28.1,42.1,0.0,13.9,170.0,27.7,6.4,89.0,81.19,Overcast
275,"Kuala Terengganu, Terengganu, Malaysia",09/13/2018,33.0,24.0,28.1,39.3,0.0,17.2,190.77,28.9,6.2,88.9,81.38,Overcast
276,"Kuala Terengganu, Terengganu, Malaysia",09/14/2018,31.0,23.0,25.9,39.1,66.0,11.4,99.41,25.3,6.1,89.0,92.1,"Rain, Overcast"
277,"Kuala Terengganu, Terengganu, Malaysia",09/17/2018,32.0,25.0,27.8,40.5,0.0,5.8,177.5,18.3,6.2,88.3,83.57,Overcast
278,"Kuala Terengganu, Terengganu, Malaysia",09/27/2018,33.0,25.0,27.5,43.8,0.0,6.9,198.67,20.8,6.4,89.0,84.74,Overcast
279,"Kuala Terengganu, Terengganu, Malaysia",10/23/2018,32.0,25.0,27.6,39.1,0.0,16.1,177.78,27.7,6.0,88.8,84.89,Overcast
280,"Kuala Terengganu, Terengganu, Malaysia",10/29/2018,31.0,25.0,27.7,39.1,13.0,8.1,169.38,16.1,6.0,89.5,87.6,"Rain, Overcast"
281,"Kuala Terengganu, Terengganu, Malaysia",12/3/2018,30.0,24.9,26.4,37.3,47.0,10.3,148.33,24.2,5.0,91.3,93.68,"Rain, Overcast"
282,"Kuala Terengganu, Terengganu, Malaysia",1/2/2019,29.0,22.2,26.2,33.6,33.2,23.7,322.08,32.2,5.7,64.4,82.59,"Rain, Partially cloudy"
283,"Kuala Terengganu, Terengganu, Malaysia",5/8/2019,33.0,20.6,24.7,42.1,33.0,25.4,214.52,26.4,6.8,73.6,83.98,"Rain, Partially cloudy"
284,"Kuala Terengganu, Terengganu, Malaysia",6/8/2019,33.0,21.9,26.7,42.1,21.0,10.4,228.93,18.3,7.2,67.3,83.89,"Rain, Partially cloudy"
285,"Kuala Terengganu, Terengganu, Malaysia",06/25/2019,33.0,26.0,29.2,45.8,0.0,16.9,192.5,19.7,6.5,62.3,81.75,Partially cloudy
286,"Kuala Terengganu, Terengganu, Malaysia",8/5/2019,34.0,26.0,29.4,42.3,0.0,9.2,193.29,19.7,6.6,64.3,79.73,Partially cloudy
287,"Kuala Terengganu, Terengganu, Malaysia",8/11/2019,32.1,26.0,29.0,42.3,0.0,10.3,180.09,23.0,6.0,67.8,82.17,Partially cloudy
288,"Kuala Terengganu, Terengganu, Malaysia",08/17/2019,32.0,24.9,27.9,40.6,0.0,10.3,173.64,21.9,6.3,57.3,82.68,Partially cloudy
289,"Kuala Terengganu, Terengganu, Malaysia",08/26/2019,31.1,22.7,27.2,40.5,4.0,12.8,153.31,25.3,7.1,61.5,82.22,"Rain, Partially cloudy"
290,"Kuala Terengganu, Terengganu, Malaysia",9/10/2019,31.0,25.0,28.3,40.6,0.0,13.9,178.21,20.8,5.2,60.2,83.5,Partially cloudy
291,"Kuala Terengganu, Terengganu, Malaysia",09/14/2019,32.0,22.8,27.3,40.7,36.0,19.7,209.71,34.4,5.0,58.4,85.21,"Rain, Partially cloudy"
292,"Kuala Terengganu, Terengganu, Malaysia",09/21/2019,31.0,25.0,28.1,40.5,0.0,20.8,181.54,20.8,4.8,61.1,85.52,Partially cloudy
293,"Kuala Terengganu, Terengganu, Malaysia",09/25/2019,32.0,24.9,27.5,40.6,31.0,12.7,131.53,19.7,6.4,67.8,87.44,"Rain, Partially cloudy"
294,"Kuala Terengganu, Terengganu, Malaysia",11/20/2019,31.0,23.4,27.7,39.1,32.0,16.7,103.81,23.0,6.9,55.0,76.79,"Rain, Partially cloudy"
295,"Kuala Terengganu, Terengganu, Malaysia",11/21/2019,31.3,24.0,27.6,37.7,18.6,13.2,108.79,21.9,6.7,41.1,79.04,"Rain, Partially cloudy"
296,"Kuala Terengganu, Terengganu, Malaysia",11/22/2019,31.0,24.0,27.0,36.5,55.2,13.9,105.55,30.0,5.7,44.4,84.7,"Rain, Partially cloudy"
297,"Kuala Terengganu, Terengganu, Malaysia",11/24/2019,31.8,25.0,27.8,38.6,0.0,10.3,253.7,21.9,6.5,38.9,84.21,Partially cloudy
298,"Kuala Terengganu, Terengganu, Malaysia",11/25/2019,27.1,24.0,25.0,30.8,72.0,11.4,216.88,28.9,5.3,42.0,95.57,"Rain, Partially cloudy"
299,"Kuala Terengganu, Terengganu, Malaysia",11/26/2019,29.0,24.0,26.3,34.5,12.0,13.9,126.19,28.9,6.5,46.9,87.18,"Rain, Partially cloudy"
300,"Kuala Terengganu, Terengganu, Malaysia",11/27/2019,31.1,26.1,28.3,39.2,10.0,13.3,59.06,27.7,6.2,44.9,83.94,"Rain, Partially cloudy"
301,"Kuala Terengganu, Terengganu, Malaysia",11/28/2019,31.0,25.7,28.0,39.1,3.4,16.7,74.17,30.0,6.6,48.9,81.95,"Rain, Partially cloudy"
302,"Kuala Terengganu, Terengganu, Malaysia",11/29/2019,30.0,25.5,27.9,37.4,21.4,15.0,54.32,33.3,6.2,41.7,81.39,"Rain, Partially cloudy"
303,"Kuala Terengganu, Terengganu, Malaysia",11/30/2019,30.0,26.0,27.7,37.4,4.0,11.4,85.33,25.3,6.1,44.3,85.21,"Rain, Partially cloudy"
304,"Kuala Terengganu, Terengganu, Malaysia",12/1/2019,27.0,22.9,25.5,31.2,154.0,13.9,81.84,32.2,3.6,40.3,94.48,"Rain, Partially cloudy"
305,"Kuala Terengganu, Terengganu, Malaysia",12/2/2019,28.6,23.0,25.6,32.7,53.0,10.3,133.78,27.7,5.8,40.3,85.28,"Rain, Partially cloudy"
306,"Kuala Terengganu, Terengganu, Malaysia",12/3/2019,30.0,26.2,28.3,35.1,0.0,18.5,64.0,25.3,6.6,42.9,71.33,Partially cloudy
307,"Kuala Terengganu, Terengganu, Malaysia",12/4/2019,30.0,26.0,27.9,35.1,0.0,11.4,54.35,31.1,6.3,48.1,73.46,Partially cloudy
308,"Kuala Terengganu, Terengganu, Malaysia",12/5/2019,30.0,26.6,27.8,35.1,0.0,13.2,50.91,23.0,6.4,52.0,72.36,Partially cloudy
309,"Kuala Terengganu, Terengganu, Malaysia",12/6/2019,29.0,26.0,27.4,32.7,2.0,13.9,40.0,30.0,6.2,49.0,76.18,"Rain, Partially cloudy"
310,"Kuala Terengganu, Terengganu, Malaysia",12/7/2019,30.3,26.0,27.6,35.1,0.0,18.4,39.38,26.4,6.4,53.3,75.65,Partially cloudy
311,"Kuala Terengganu, Terengganu, Malaysia",12/8/2019,29.0,26.0,27.5,33.6,0.4,15.0,51.52,33.3,6.3,51.5,76.2,"Rain, Partially cloudy"
312,"Kuala Terengganu, Terengganu, Malaysia",12/9/2019,30.0,26.0,27.7,33.3,2.2,15.0,42.71,34.4,6.0,48.3,74.44,"Rain, Partially cloudy"
313,"Kuala Terengganu, Terengganu, Malaysia",12/10/2019,30.0,26.0,27.8,34.1,0.0,15.6,50.21,25.3,6.7,48.7,72.36,Partially cloudy
314,"Kuala Terengganu, Terengganu, Malaysia",12/11/2019,30.5,25.6,27.7,34.9,0.0,12.1,56.78,21.9,6.7,42.1,74.05,Partially cloudy
315,"Kuala Terengganu, Terengganu, Malaysia",12/12/2019,30.0,26.0,27.8,35.1,0.0,10.3,54.57,23.0,6.4,45.3,75.72,Partially cloudy
316,"Kuala Terengganu, Terengganu, Malaysia",12/13/2019,30.6,26.0,27.7,35.7,0.6,15.0,48.86,30.0,6.4,47.0,75.08,"Rain, Partially cloudy"
317,"Kuala Terengganu, Terengganu, Malaysia",12/14/2019,30.6,26.4,27.4,36.1,1.2,18.4,52.5,39.1,6.2,49.0,81.06,"Rain, Partially cloudy"
318,"Kuala Terengganu, Terengganu, Malaysia",12/15/2019,29.0,26.0,27.5,34.5,6.0,16.1,65.0,30.0,6.3,48.0,83.06,"Rain, Partially cloudy"
319,"Kuala Terengganu, Terengganu, Malaysia",12/16/2019,30.0,23.8,26.9,36.2,7.8,17.4,45.48,31.1,6.8,48.7,79.23,"Rain, Partially cloudy"
320,"Kuala Terengganu, Terengganu, Malaysia",12/17/2019,27.0,22.9,26.5,30.6,43.4,15.0,47.83,31.1,5.5,42.8,88.64,"Rain, Partially cloudy"
321,"Kuala Terengganu, Terengganu, Malaysia",12/18/2019,29.0,22.7,26.2,35.6,0.6,12.8,52.06,33.3,6.6,42.6,85.29,"Rain, Partially cloudy"
322,"Kuala Terengganu, Terengganu, Malaysia",12/19/2019,30.0,20.9,25.8,37.4,2.8,16.9,88.16,23.0,6.9,46.7,86.56,"Rain, Partially cloudy"
323,"Kuala Terengganu, Terengganu, Malaysia",12/20/2019,30.0,21.7,26.5,36.2,0.0,14.5,82.41,21.9,7.1,53.9,79.71,Partially cloudy
324,"Kuala Terengganu, Terengganu, Malaysia",12/25/2019,30.0,20.6,25.8,34.1,0.0,25.4,119.06,19.7,7.2,37.0,80.63,Partially cloudy
