,Name,Date time,Prediction,color_code
1749,"Pulau Pinang, Malaysia",7/12/2022,28.2862339,#000000
1750,"Pulau Pinang, Malaysia",8/12/2022,28.13765144,#000000
1751,"Pulau Pinang, Malaysia",9/12/2022,28.57615852,#000000
1752,"Pulau Pinang, Malaysia",10/12/2022,28.34215355,#000000
1753,"Pulau Pinang, Malaysia",11/12/2022,28.33661842,#000000
1754,"Pulau Pinang, Malaysia",12/12/2022,28.54111099,#000000
1755,"Pulau Pinang, Malaysia",13/12/2022,28.32570648,#000000
1756,"Pulau Pinang, Malaysia",14/12/2022,28.44732857,#000000
1757,"Pulau Pinang, Malaysia",15/12/2022,28.29683876,#000000
1758,"Pulau Pinang, Malaysia",16/12/2022,28.73336983,#000000
1759,"Pulau Pinang, Malaysia",17/12/2022,28.4973793,#000000
1760,"Pulau Pinang, Malaysia",18/12/2022,28.48990822,#000000
1761,"Pulau Pinang, Malaysia",19/12/2022,28.69257355,#000000
1762,"Pulau Pinang, Malaysia",20/12/2022,28.47550774,#000000
1763,"Pulau Pinang, Malaysia",21/12/2022,28.59568405,#000000
1764,"Pulau Pinang, Malaysia",22/12/2022,28.44401741,#000000
1765,"Pulau Pinang, Malaysia",23/12/2022,28.87968254,#000000
1766,"Pulau Pinang, Malaysia",24/12/2022,28.64317894,#000000
1767,"Pulau Pinang, Malaysia",25/12/2022,28.63558197,#000000
1768,"Pulau Pinang, Malaysia",26/12/2022,28.83853912,#000000
1769,"Pulau Pinang, Malaysia",27/12/2022,28.62220001,#000000
1770,"Pulau Pinang, Malaysia",28/12/2022,28.74355888,#000000
1771,"Pulau Pinang, Malaysia",29/12/2022,28.59353447,#000000
1772,"Pulau Pinang, Malaysia",30/12/2022,29.03130722,#000000
1773,"Pulau Pinang, Malaysia",31/12/2022,28.7973671,#000000
1774,"Pulau Pinang, Malaysia",1/1/2023,28.79277992,#000000
1775,"Pulau Pinang, Malaysia",2/1/2023,28.99916649,#000000
1776,"Pulau Pinang, Malaysia",3/1/2023,28.78665352,#000000
1777,"Pulau Pinang, Malaysia",4/1/2023,28.91219711,#000000
1778,"Pulau Pinang, Malaysia",5/1/2023,28.76667786,#000000
1779,"Pulau Pinang, Malaysia",6/1/2023,29.2092247,#000000
1780,"Pulau Pinang, Malaysia",7/1/2023,28.98027802,#000000
1781,"Pulau Pinang, Malaysia",8/1/2023,28.98083878,#000000
1782,"Pulau Pinang, Malaysia",9/1/2023,29.19247437,#000000
1783,"Pulau Pinang, Malaysia",10/1/2023,28.98523712,#000000
1784,"Pulau Pinang, Malaysia",11/1/2023,29.1160183,#000000
1785,"Pulau Pinang, Malaysia",12/1/2023,28.97562408,#000000
1786,"Pulau Pinang, Malaysia",13/1/2023,29.42311287,#000000
1787,"Pulau Pinang, Malaysia",14/1/2023,29.19884872,#000000
1788,"Pulau Pinang, Malaysia",15/1/2023,29.20376587,#000000
1789,"Pulau Pinang, Malaysia",16/1/2023,29.41935349,#000000
1790,"Pulau Pinang, Malaysia",17/1/2023,29.21559906,#000000
1791,"Pulau Pinang, Malaysia",18/1/2023,29.34932709,#000000
1792,"Pulau Pinang, Malaysia",19/1/2023,29.21128273,#000000
1793,"Pulau Pinang, Malaysia",20/1/2023,29.66046524,#000000
1794,"Pulau Pinang, Malaysia",21/1/2023,29.43719292,#000000
1795,"Pulau Pinang, Malaysia",22/1/2023,29.44234848,#000000
1796,"Pulau Pinang, Malaysia",23/1/2023,29.65738678,#000000
1797,"Pulau Pinang, Malaysia",24/1/2023,29.45227051,#000000
1798,"Pulau Pinang, Malaysia",25/1/2023,29.58379364,#000000
1799,"Pulau Pinang, Malaysia",26/1/2023,29.4426918,#000000
1800,"Pulau Pinang, Malaysia",27/1/2023,29.88796234,#000000
1801,"Pulau Pinang, Malaysia",28/1/2023,29.65992355,#000000
1802,"Pulau Pinang, Malaysia",29/1/2023,29.65947914,#000000
1803,"Pulau Pinang, Malaysia",30/1/2023,29.86810303,#000000
1804,"Pulau Pinang, Malaysia",31/1/2023,29.65579224,#000000
1805,"Pulau Pinang, Malaysia",1/2/2023,29.77938271,#000000
1806,"Pulau Pinang, Malaysia",2/2/2023,29.62966156,#000000
1807,"Pulau Pinang, Malaysia",3/2/2023,30.06568527,#000000
1808,"Pulau Pinang, Malaysia",4/2/2023,29.82784081,#000000
1809,"Pulau Pinang, Malaysia",5/2/2023,29.81710434,#000000
1810,"Pulau Pinang, Malaysia",6/2/2023,30.01503372,#000000
1811,"Pulau Pinang, Malaysia",7/2/2023,29.79170799,#000000
1812,"Pulau Pinang, Malaysia",8/2/2023,29.90406227,#000000
1813,"Pulau Pinang, Malaysia",9/2/2023,29.74297523,#000000
1814,"Pulau Pinang, Malaysia",10/2/2023,30.16760445,#000000
1815,"Pulau Pinang, Malaysia",11/2/2023,29.91843796,#000000
1816,"Pulau Pinang, Malaysia",12/2/2023,29.89655304,#000000
1817,"Pulau Pinang, Malaysia",13/2/2023,30.08361053,#000000
1818,"Pulau Pinang, Malaysia",14/2/2023,29.84979248,#000000
1819,"Pulau Pinang, Malaysia",15/2/2023,29.95213127,#000000
1820,"Pulau Pinang, Malaysia",16/2/2023,29.78160095,#000000
1821,"Pulau Pinang, Malaysia",17/2/2023,30.19744873,#000000
1822,"Pulau Pinang, Malaysia",18/2/2023,29.94024658,#000000
1823,"Pulau Pinang, Malaysia",19/2/2023,29.91115189,#000000
1824,"Pulau Pinang, Malaysia",20/2/2023,30.09189606,#000000
1825,"Pulau Pinang, Malaysia",21/2/2023,29.85272026,#000000
1826,"Pulau Pinang, Malaysia",22/2/2023,29.95070839,#000000
1827,"Pulau Pinang, Malaysia",23/2/2023,29.77687836,#000000
1828,"Pulau Pinang, Malaysia",24/2/2023,30.19050789,#000000
1829,"Pulau Pinang, Malaysia",25/2/2023,29.93218994,#000000
1830,"Pulau Pinang, Malaysia",26/2/2023,29.90308762,#000000
1831,"Pulau Pinang, Malaysia",27/2/2023,30.08492661,#000000
1832,"Pulau Pinang, Malaysia",28/2/2023,29.84793472,#000000
1833,"Pulau Pinang, Malaysia",1/3/2023,29.94916153,#000000
1834,"Pulau Pinang, Malaysia",2/3/2023,29.77959061,#000000
1835,"Pulau Pinang, Malaysia",3/3/2023,30.19844055,#000000
1836,"Pulau Pinang, Malaysia",4/3/2023,29.94623947,#000000
1837,"Pulau Pinang, Malaysia",5/3/2023,29.92407227,#000000
1838,"Pulau Pinang, Malaysia",6/3/2023,30.1135788,#000000
1839,"Pulau Pinang, Malaysia",7/3/2023,29.8848896,#000000
1840,"Pulau Pinang, Malaysia",8/3/2023,29.99494934,#000000
1841,"Pulau Pinang, Malaysia",9/3/2023,29.83461761,#000000
1842,"Pulau Pinang, Malaysia",10/3/2023,30.26299858,#000000
1843,"Pulau Pinang, Malaysia",11/3/2023,30.02048683,#000000
1844,"Pulau Pinang, Malaysia",12/3/2023,30.00803947,#000000
1845,"Pulau Pinang, Malaysia",13/3/2023,30.20715332,#000000
1846,"Pulau Pinang, Malaysia",14/3/2023,29.98782349,#000000
1847,"Pulau Pinang, Malaysia",15/3/2023,30.10684967,#000000
1848,"Pulau Pinang, Malaysia",16/3/2023,29.95495796,#000000
1849,"Pulau Pinang, Malaysia",17/3/2023,30.39110947,#000000
1850,"Pulau Pinang, Malaysia",18/3/2023,30.15556908,#000000
1851,"Pulau Pinang, Malaysia",19/3/2023,30.14915848,#000000
1852,"Pulau Pinang, Malaysia",20/3/2023,30.35326004,#000000
1853,"Pulau Pinang, Malaysia",21/3/2023,30.137743,#000000
1854,"Pulau Pinang, Malaysia",22/3/2023,30.25931168,#000000
1855,"Pulau Pinang, Malaysia",23/3/2023,30.10858917,#000000
1856,"Pulau Pinang, Malaysia",24/3/2023,30.54445267,#000000
1857,"Pulau Pinang, Malaysia",25/3/2023,30.30709648,#000000
1858,"Pulau Pinang, Malaysia",26/3/2023,30.29728508,#000000
1859,"Pulau Pinang, Malaysia",27/3/2023,30.49635124,#000000
1860,"Pulau Pinang, Malaysia",28/3/2023,30.2741394,#000000
1861,"Pulau Pinang, Malaysia",29/3/2023,30.38733864,#000000
1862,"Pulau Pinang, Malaysia",30/3/2023,30.22657394,#000000
1863,"Pulau Pinang, Malaysia",31/3/2023,30.65074158,#000000
1864,"Pulau Pinang, Malaysia",1/4/2023,30.4000721,#000000
1865,"Pulau Pinang, Malaysia",2/4/2023,30.37537766,#000000
1866,"Pulau Pinang, Malaysia",3/4/2023,30.55806351,#000000
1867,"Pulau Pinang, Malaysia",4/4/2023,30.3180542,#000000
1868,"Pulau Pinang, Malaysia",5/4/2023,30.41213799,#000000
1869,"Pulau Pinang, Malaysia",6/4/2023,30.23105431,#000000
1870,"Pulau Pinang, Malaysia",7/4/2023,30.63383102,#000000
1871,"Pulau Pinang, Malaysia",8/4/2023,30.36083221,#000000
1872,"Pulau Pinang, Malaysia",9/4/2023,30.31302834,#000000
1873,"Pulau Pinang, Malaysia",10/4/2023,30.47198486,#000000
1874,"Pulau Pinang, Malaysia",11/4/2023,30.20780373,#000000
1875,"Pulau Pinang, Malaysia",12/4/2023,30.27745056,#000000
1876,"Pulau Pinang, Malaysia",13/4/2023,30.07185173,#000000
1877,"Pulau Pinang, Malaysia",14/4/2023,30.45022774,#000000
1878,"Pulau Pinang, Malaysia",15/4/2023,30.15313721,#000000
1879,"Pulau Pinang, Malaysia",16/4/2023,30.08175087,#000000
1880,"Pulau Pinang, Malaysia",17/4/2023,30.21782875,#000000
1881,"Pulau Pinang, Malaysia",18/4/2023,29.93166351,#000000
1882,"Pulau Pinang, Malaysia",19/4/2023,29.98041344,#000000
1883,"Pulau Pinang, Malaysia",20/4/2023,29.75519371,#000000
1884,"Pulau Pinang, Malaysia",21/4/2023,30.11539841,#000000
1885,"Pulau Pinang, Malaysia",22/4/2023,29.801754,#000000
1886,"Pulau Pinang, Malaysia",23/4/2023,29.71559143,#000000
1887,"Pulau Pinang, Malaysia",24/4/2023,29.83881569,#000000
1888,"Pulau Pinang, Malaysia",25/4/2023,29.54185295,#000000
1889,"Pulau Pinang, Malaysia",26/4/2023,29.58197975,#000000
1890,"Pulau Pinang, Malaysia",27/4/2023,29.35041046,#000000
1891,"Pulau Pinang, Malaysia",28/4/2023,29.70662308,#000000
1892,"Pulau Pinang, Malaysia",29/4/2023,29.39141655,#000000
1893,"Pulau Pinang, Malaysia",30/4/2023,29.30616379,#000000
1894,"Pulau Pinang, Malaysia",1/5/2023,29.43279839,#000000
1895,"Pulau Pinang, Malaysia",2/5/2023,29.14175987,#000000
1896,"Pulau Pinang, Malaysia",3/5/2023,29.19030952,#000000
1897,"Pulau Pinang, Malaysia",4/5/2023,28.9696331,#000000
1898,"Pulau Pinang, Malaysia",5/5/2023,29.3391571,#000000
1899,"Pulau Pinang, Malaysia",6/5/2023,29.039608,#000000
1900,"Pulau Pinang, Malaysia",7/5/2023,28.97227287,#000000
1901,"Pulau Pinang, Malaysia",8/5/2023,29.11897469,#000000
1902,"Pulau Pinang, Malaysia",9/5/2023,28.85002518,#000000
1903,"Pulau Pinang, Malaysia",10/5/2023,28.92254639,#000000
1904,"Pulau Pinang, Malaysia",11/5/2023,28.72756386,#000000
1905,"Pulau Pinang, Malaysia",12/5/2023,29.12433052,#000000
1906,"Pulau Pinang, Malaysia",13/5/2023,28.85339355,#000000
1907,"Pulau Pinang, Malaysia",14/5/2023,28.81583405,#000000
1908,"Pulau Pinang, Malaysia",15/5/2023,28.9932766,#000000
1909,"Pulau Pinang, Malaysia",16/5/2023,28.7558136,#000000
1910,"Pulau Pinang, Malaysia",17/5/2023,28.86034775,#000000
1911,"Pulau Pinang, Malaysia",18/5/2023,28.69768143,#000000
1912,"Pulau Pinang, Malaysia",19/5/2023,29.12683868,#000000
1913,"Pulau Pinang, Malaysia",20/5/2023,28.88813591,#000000
1914,"Pulau Pinang, Malaysia",21/5/2023,28.88243103,#000000
1915,"Pulau Pinang, Malaysia",22/5/2023,29.09112358,#000000
1916,"Pulau Pinang, Malaysia",23/5/2023,28.88408852,#000000
1917,"Pulau Pinang, Malaysia",24/5/2023,29.01801682,#000000
1918,"Pulau Pinang, Malaysia",25/5/2023,28.88350487,#000000
1919,"Pulau Pinang, Malaysia",26/5/2023,29.3393898,#000000
1920,"Pulau Pinang, Malaysia",27/5/2023,29.12580681,#000000
1921,"Pulau Pinang, Malaysia",28/5/2023,29.14344597,#000000
1922,"Pulau Pinang, Malaysia",29/5/2023,29.37355614,#000000
1923,"Pulau Pinang, Malaysia",30/5/2023,29.18587494,#000000
1924,"Pulau Pinang, Malaysia",31/5/2023,29.33697891,#000000
1925,"Pulau Pinang, Malaysia",1/6/2023,29.21736336,#000000
1926,"Pulau Pinang, Malaysia",2/6/2023,29.68578339,#000000
1927,"Pulau Pinang, Malaysia",3/6/2023,29.48231125,#000000
1928,"Pulau Pinang, Malaysia",4/6/2023,29.50759888,#000000
1929,"Pulau Pinang, Malaysia",5/6/2023,29.74287033,#000000
1930,"Pulau Pinang, Malaysia",6/6/2023,29.55786896,#000000
1931,"Pulau Pinang, Malaysia",7/6/2023,29.70918274,#000000
1932,"Pulau Pinang, Malaysia",8/6/2023,29.58734894,#000000
1933,"Pulau Pinang, Malaysia",9/6/2023,30.0511837,#000000
1934,"Pulau Pinang, Malaysia",10/6/2023,29.84083176,#000000
1935,"Pulau Pinang, Malaysia",11/6/2023,29.85704422,#000000
1936,"Pulau Pinang, Malaysia",12/6/2023,30.08115387,#000000
1937,"Pulau Pinang, Malaysia",13/6/2023,29.88303185,#000000
1938,"Pulau Pinang, Malaysia",14/6/2023,30.01940918,#000000
1939,"Pulau Pinang, Malaysia",15/6/2023,29.88097954,#000000
1940,"Pulau Pinang, Malaysia",16/6/2023,30.32672119,#000000
1941,"Pulau Pinang, Malaysia",17/6/2023,30.09696198,#000000
1942,"Pulau Pinang, Malaysia",18/6/2023,30.09263229,#000000
1943,"Pulau Pinang, Malaysia",19/6/2023,30.29526138,#000000
1944,"Pulau Pinang, Malaysia",20/6/2023,30.07491493,#000000
1945,"Pulau Pinang, Malaysia",21/6/2023,30.18852615,#000000
1946,"Pulau Pinang, Malaysia",22/6/2023,30.02698708,#000000
1947,"Pulau Pinang, Malaysia",23/6/2023,30.44948006,#000000
1948,"Pulau Pinang, Malaysia",24/6/2023,30.19652748,#000000
1949,"Pulau Pinang, Malaysia",25/6/2023,30.16925812,#000000
1950,"Pulau Pinang, Malaysia",26/6/2023,30.34938812,#000000
1951,"Pulau Pinang, Malaysia",27/6/2023,30.10716248,#000000
1952,"Pulau Pinang, Malaysia",28/6/2023,30.19968796,#000000
1953,"Pulau Pinang, Malaysia",29/6/2023,30.01802063,#000000
1954,"Pulau Pinang, Malaysia",30/6/2023,30.42148781,#000000
1955,"Pulau Pinang, Malaysia",1/7/2023,30.15075302,#000000
1956,"Pulau Pinang, Malaysia",2/7/2023,30.1070652,#000000
1957,"Pulau Pinang, Malaysia",3/7/2023,30.27225113,#000000
1958,"Pulau Pinang, Malaysia",4/7/2023,30.01664543,#000000
1959,"Pulau Pinang, Malaysia",5/7/2023,30.09743309,#000000
1960,"Pulau Pinang, Malaysia",6/7/2023,29.90572357,#000000
1961,"Pulau Pinang, Malaysia",7/7/2023,30.30089188,#000000
1962,"Pulau Pinang, Malaysia",8/7/2023,30.02362633,#000000
1963,"Pulau Pinang, Malaysia",9/7/2023,29.97517776,#000000
1964,"Pulau Pinang, Malaysia",10/7/2023,30.13736343,#000000
1965,"Pulau Pinang, Malaysia",11/7/2023,29.88049507,#000000
1966,"Pulau Pinang, Malaysia",12/7/2023,29.96170807,#000000
1967,"Pulau Pinang, Malaysia",13/7/2023,29.7720623,#000000
1968,"Pulau Pinang, Malaysia",14/7/2023,30.17085075,#000000
1969,"Pulau Pinang, Malaysia",15/7/2023,29.89867401,#000000
1970,"Pulau Pinang, Malaysia",16/7/2023,29.85668945,#000000
1971,"Pulau Pinang, Malaysia",17/7/2023,30.02659607,#000000
1972,"Pulau Pinang, Malaysia",18/7/2023,29.77858353,#000000
1973,"Pulau Pinang, Malaysia",19/7/2023,29.86965942,#000000
1974,"Pulau Pinang, Malaysia",20/7/2023,29.69073868,#000000
1975,"Pulau Pinang, Malaysia",21/7/2023,30.10097504,#000000
1976,"Pulau Pinang, Malaysia",22/7/2023,29.84081268,#000000
1977,"Pulau Pinang, Malaysia",23/7/2023,29.81125641,#000000
1978,"Pulau Pinang, Malaysia",24/7/2023,29.99385452,#000000
1979,"Pulau Pinang, Malaysia",25/7/2023,29.75863647,#000000
1980,"Pulau Pinang, Malaysia",26/7/2023,29.86245728,#000000
1981,"Pulau Pinang, Malaysia",27/7/2023,29.69608307,#000000
1982,"Pulau Pinang, Malaysia",28/7/2023,30.11851692,#000000
1983,"Pulau Pinang, Malaysia",29/7/2023,29.8700676,#000000
1984,"Pulau Pinang, Malaysia",30/7/2023,29.85160065,#000000
1985,"Pulau Pinang, Malaysia",31/7/2023,30.04454041,#000000
1986,"Pulau Pinang, Malaysia",1/8/2023,29.81880569,#000000
1987,"Pulau Pinang, Malaysia",2/8/2023,29.93113899,#000000
1988,"Pulau Pinang, Malaysia",3/8/2023,29.77221298,#000000
1989,"Pulau Pinang, Malaysia",4/8/2023,30.20094681,#000000
1990,"Pulau Pinang, Malaysia",5/8/2023,29.95758438,#000000
1991,"Pulau Pinang, Malaysia",6/8/2023,29.94293213,#000000
1992,"Pulau Pinang, Malaysia",7/8/2023,30.13837242,#000000
1993,"Pulau Pinang, Malaysia",8/8/2023,29.91378784,#000000
1994,"Pulau Pinang, Malaysia",9/8/2023,30.02591515,#000000
1995,"Pulau Pinang, Malaysia",10/8/2023,29.86541748,#000000
1996,"Pulau Pinang, Malaysia",11/8/2023,30.29123306,#000000
1997,"Pulau Pinang, Malaysia",12/8/2023,30.04362106,#000000
1998,"Pulau Pinang, Malaysia",13/8/2023,30.02343369,#000000
1999,"Pulau Pinang, Malaysia",14/8/2023,30.21209717,#000000
2000,"Pulau Pinang, Malaysia",15/8/2023,29.97956276,#000000
2001,"Pulau Pinang, Malaysia",16/8/2023,30.08263206,#000000
2002,"Pulau Pinang, Malaysia",17/8/2023,29.91205406,#000000
2003,"Pulau Pinang, Malaysia",18/8/2023,30.32685471,#000000
2004,"Pulau Pinang, Malaysia",19/8/2023,30.06739807,#000000
2005,"Pulau Pinang, Malaysia",20/8/2023,30.03463554,#000000
2006,"Pulau Pinang, Malaysia",21/8/2023,30.2101059,#000000
2007,"Pulau Pinang, Malaysia",22/8/2023,29.96387482,#000000
2008,"Pulau Pinang, Malaysia",23/8/2023,30.05286217,#000000
2009,"Pulau Pinang, Malaysia",24/8/2023,29.867939,#000000
2010,"Pulau Pinang, Malaysia",25/8/2023,30.26824951,#000000
2011,"Pulau Pinang, Malaysia",26/8/2023,29.99427414,#000000
2012,"Pulau Pinang, Malaysia",27/8/2023,29.94709015,#000000
2013,"Pulau Pinang, Malaysia",28/8/2023,30.10834503,#000000
2014,"Pulau Pinang, Malaysia",29/8/2023,29.84821701,#000000
2015,"Pulau Pinang, Malaysia",30/8/2023,29.92373276,#000000
2016,"Pulau Pinang, Malaysia",31/8/2023,29.7258625,#000000
2017,"Pulau Pinang, Malaysia",1/9/2023,30.11384392,#000000
2018,"Pulau Pinang, Malaysia",2/9/2023,29.82824326,#000000
2019,"Pulau Pinang, Malaysia",3/9/2023,29.77021027,#000000
2020,"Pulau Pinang, Malaysia",4/9/2023,29.92146301,#000000
2021,"Pulau Pinang, Malaysia",5/9/2023,29.65223694,#000000
2022,"Pulau Pinang, Malaysia",6/9/2023,29.71960831,#000000
2023,"Pulau Pinang, Malaysia",7/9/2023,29.51458168,#000000
2024,"Pulau Pinang, Malaysia",8/9/2023,29.89642334,#000000
2025,"Pulau Pinang, Malaysia",9/9/2023,29.60571671,#000000
2026,"Pulau Pinang, Malaysia",10/9/2023,29.54361916,#000000
2027,"Pulau Pinang, Malaysia",11/9/2023,29.69184494,#000000
2028,"Pulau Pinang, Malaysia",12/9/2023,29.42061615,#000000
2029,"Pulau Pinang, Malaysia",13/9/2023,29.48698425,#000000
2030,"Pulau Pinang, Malaysia",14/9/2023,29.2819252,#000000
2031,"Pulau Pinang, Malaysia",15/9/2023,29.66466141,#000000
2032,"Pulau Pinang, Malaysia",16/9/2023,29.37573242,#000000
2033,"Pulau Pinang, Malaysia",17/9/2023,29.3162365,#000000
2034,"Pulau Pinang, Malaysia",18/9/2023,29.46783257,#000000
2035,"Pulau Pinang, Malaysia",19/9/2023,29.20067024,#000000
2036,"Pulau Pinang, Malaysia",20/9/2023,29.27173233,#000000
2037,"Pulau Pinang, Malaysia",21/9/2023,29.07191849,#000000
2038,"Pulau Pinang, Malaysia",22/9/2023,29.46037865,#000000
2039,"Pulau Pinang, Malaysia",23/9/2023,29.17757034,#000000
2040,"Pulau Pinang, Malaysia",24/9/2023,29.12451363,#000000
2041,"Pulau Pinang, Malaysia",25/9/2023,29.28278351,#000000
2042,"Pulau Pinang, Malaysia",26/9/2023,29.02245903,#000000
2043,"Pulau Pinang, Malaysia",27/9/2023,29.10044098,#000000
2044,"Pulau Pinang, Malaysia",28/9/2023,28.90756226,#000000
2045,"Pulau Pinang, Malaysia",29/9/2023,29.30289841,#000000
2046,"Pulau Pinang, Malaysia",30/9/2023,29.02684402,#000000
2047,"Pulau Pinang, Malaysia",1/10/2023,28.98035622,#000000
2048,"Pulau Pinang, Malaysia",2/10/2023,29.1449604,#000000
2049,"Pulau Pinang, Malaysia",3/10/2023,28.89068413,#000000
2050,"Pulau Pinang, Malaysia",4/10/2023,28.97439194,#000000
2051,"Pulau Pinang, Malaysia",5/10/2023,28.78687859,#000000
2052,"Pulau Pinang, Malaysia",6/10/2023,29.18719482,#000000
2053,"Pulau Pinang, Malaysia",7/10/2023,28.91571236,#000000
2054,"Pulau Pinang, Malaysia",8/10/2023,28.87337875,#000000
2055,"Pulau Pinang, Malaysia",9/10/2023,29.04171753,#000000
2056,"Pulau Pinang, Malaysia",10/10/2023,28.79075813,#000000
2057,"Pulau Pinang, Malaysia",11/10/2023,28.87737274,#000000
2058,"Pulau Pinang, Malaysia",12/10/2023,28.69237328,#000000
2059,"Pulau Pinang, Malaysia",13/10/2023,29.09483337,#000000
2060,"Pulau Pinang, Malaysia",14/10/2023,28.82515907,#000000
2061,"Pulau Pinang, Malaysia",15/10/2023,28.78433228,#000000
2062,"Pulau Pinang, Malaysia",16/10/2023,28.95391083,#000000
2063,"Pulau Pinang, Malaysia",17/10/2023,28.70396996,#000000
2064,"Pulau Pinang, Malaysia",18/10/2023,28.79143333,#000000
2065,"Pulau Pinang, Malaysia",19/10/2023,28.60715866,#000000
2066,"Pulau Pinang, Malaysia",20/10/2023,29.0102787,#000000
2067,"Pulau Pinang, Malaysia",21/10/2023,28.74124908,#000000
2068,"Pulau Pinang, Malaysia",22/10/2023,28.70110512,#000000
2069,"Pulau Pinang, Malaysia",23/10/2023,28.87146378,#000000
2070,"Pulau Pinang, Malaysia",24/10/2023,28.62245369,#000000
2071,"Pulau Pinang, Malaysia",25/10/2023,28.71104622,#000000
2072,"Pulau Pinang, Malaysia",26/10/2023,28.52815437,#000000
2073,"Pulau Pinang, Malaysia",27/10/2023,28.93295288,#000000
2074,"Pulau Pinang, Malaysia",28/10/2023,28.66594124,#000000
2075,"Pulau Pinang, Malaysia",29/10/2023,28.62819481,#000000
2076,"Pulau Pinang, Malaysia",30/10/2023,28.80136108,#000000
2077,"Pulau Pinang, Malaysia",31/10/2023,28.55559921,#000000
2078,"Pulau Pinang, Malaysia",1/11/2023,28.64790535,#000000
2079,"Pulau Pinang, Malaysia",2/11/2023,28.46920395,#000000
2080,"Pulau Pinang, Malaysia",3/11/2023,28.87868118,#000000
2081,"Pulau Pinang, Malaysia",4/11/2023,28.61684227,#000000
2082,"Pulau Pinang, Malaysia",5/11/2023,28.58475876,#000000
2083,"Pulau Pinang, Malaysia",6/11/2023,28.76407242,#000000
2084,"Pulau Pinang, Malaysia",7/11/2023,28.52491951,#000000
2085,"Pulau Pinang, Malaysia",8/11/2023,28.62427711,#000000
2086,"Pulau Pinang, Malaysia",9/11/2023,28.45304489,#000000
2087,"Pulau Pinang, Malaysia",10/11/2023,28.87037277,#000000
2088,"Pulau Pinang, Malaysia",11/11/2023,28.61672783,#000000
2089,"Pulau Pinang, Malaysia",12/11/2023,28.59313774,#000000
2090,"Pulau Pinang, Malaysia",13/11/2023,28.78119469,#000000
2091,"Pulau Pinang, Malaysia",14/11/2023,28.55098724,#000000
2092,"Pulau Pinang, Malaysia",15/11/2023,28.65943336,#000000
2093,"Pulau Pinang, Malaysia",16/11/2023,28.4973793,#000000
2094,"Pulau Pinang, Malaysia",17/11/2023,28.92391586,#000000
2095,"Pulau Pinang, Malaysia",18/11/2023,28.67944717,#000000
2096,"Pulau Pinang, Malaysia",19/11/2023,28.6649456,#000000
2097,"Pulau Pinang, Malaysia",20/11/2023,28.86193848,#000000
2098,"Pulau Pinang, Malaysia",21/11/2023,28.64045906,#000000
2099,"Pulau Pinang, Malaysia",22/11/2023,28.75737,#000000
2100,"Pulau Pinang, Malaysia",23/11/2023,28.60346222,#000000
2101,"Pulau Pinang, Malaysia",24/11/2023,29.03777504,#000000
2102,"Pulau Pinang, Malaysia",25/11/2023,28.80066681,#000000
2103,"Pulau Pinang, Malaysia",26/11/2023,28.79306793,#000000
2104,"Pulau Pinang, Malaysia",27/11/2023,28.9964695,#000000
2105,"Pulau Pinang, Malaysia",28/11/2023,28.78087425,#000000
2106,"Pulau Pinang, Malaysia",29/11/2023,28.90311623,#000000
2107,"Pulau Pinang, Malaysia",30/11/2023,28.75396729,#000000
2108,"Pulau Pinang, Malaysia",1/12/2023,29.19245529,#000000
2109,"Pulau Pinang, Malaysia",2/12/2023,28.95893097,#000000
2110,"Pulau Pinang, Malaysia",3/12/2023,28.95432663,#000000
2111,"Pulau Pinang, Malaysia",4/12/2023,29.16013718,#000000
2112,"Pulau Pinang, Malaysia",5/12/2023,28.94638062,#000000
2113,"Pulau Pinang, Malaysia",6/12/2023,29.06991196,#000000
2114,"Pulau Pinang, Malaysia",7/12/2023,28.92152596,#000000
2115,"Pulau Pinang, Malaysia",8/12/2023,29.36028671,#000000
2116,"Pulau Pinang, Malaysia",9/12/2023,29.12658119,#000000
2117,"Pulau Pinang, Malaysia",10/12/2023,29.12138176,#000000
2118,"Pulau Pinang, Malaysia",11/12/2023,29.32623291,#000000
2119,"Pulau Pinang, Malaysia",12/12/2023,29.11120224,#000000
2120,"Pulau Pinang, Malaysia",13/12/2023,29.23320007,#000000
2121,"Pulau Pinang, Malaysia",14/12/2023,29.08308029,#000000
2122,"Pulau Pinang, Malaysia",15/12/2023,29.5199604,#000000
2123,"Pulau Pinang, Malaysia",16/12/2023,29.28429031,#000000
2124,"Pulau Pinang, Malaysia",17/12/2023,29.27710152,#000000
2125,"Pulau Pinang, Malaysia",18/12/2023,29.47999954,#000000
2126,"Pulau Pinang, Malaysia",19/12/2023,29.26311111,#000000
2127,"Pulau Pinang, Malaysia",20/12/2023,29.38339996,#000000
2128,"Pulau Pinang, Malaysia",21/12/2023,29.23177528,#000000
2129,"Pulau Pinang, Malaysia",22/12/2023,29.66740799,#000000
2130,"Pulau Pinang, Malaysia",23/12/2023,29.43078804,#000000
2131,"Pulau Pinang, Malaysia",24/12/2023,29.42299461,#000000
2132,"Pulau Pinang, Malaysia",25/12/2023,29.62566757,#000000
2133,"Pulau Pinang, Malaysia",26/12/2023,29.40896225,#000000
2134,"Pulau Pinang, Malaysia",27/12/2023,29.52986908,#000000
2135,"Pulau Pinang, Malaysia",28/12/2023,29.37931061,#000000
2136,"Pulau Pinang, Malaysia",29/12/2023,29.81646919,#000000
